07104QPKCR2145M,7664417,AMMONIA,0
07104RDLLT849BR,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),0
07104RDLLT849BR,64186,FORMIC ACID,104
07104RDLLT849BR,N590,POLYCYCLIC AROMATIC COMPOUNDS,0
07104RDLLT849BR,191242,BENZO(GHI)PERYLENE,0
07109MLLRS24BEL,N420,LEAD COMPOUNDS,0
07109VNDYKMAINW,108883,TOLUENE,9474
07109WLLCT25MAI,7664417,AMMONIA,0
07104MSWLD2121M,67641,ACETONE,1878
07104MSWLD2121M,84742,DIBUTYL PHTHALATE,2875
07104MSWLD2121M,108101,METHYL ISOBUTYL KETONE,820
07104MSWLD2121M,71363,N-BUTYL ALCOHOL,1928
07104MSWLD2121M,1330207,XYLENE (MIXED ISOMERS),3821
07104MSWLD2121M,108883,TOLUENE,18432
07104CHMCL2975R,95545,12-PHENYLENEDIAMINE,0
