07080FRRCR115SK,N420,LEAD COMPOUNDS,0
07080MTZMT3900S,N740,SILVER COMPOUNDS,12
07080MTZMT3900S,7429905,ALUMINUM (FUME OR DUST),0
07080MTZMT3900S,7664417,AMMONIA,973
07080MTZMT3900S,7782505,CHLORINE,6
07080MTZMT3900S,N100,COPPER COMPOUNDS,0
07080MTZMT3900S,50000,FORMALDEHYDE,13
07080MTZMT3900S,302012,HYDRAZINE,19
07080MTZMT3900S,67561,METHANOL,8116
07080MTZMT3900S,N511,NITRATE COMPOUNDS,0
07080MTZMT3900S,7697372,NITRIC ACID,78
07080PLTNL3601S,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",250
07080PLTNL4301S,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",500
07080SLRPT669MO,76131,FREON 113,7200
07080THRMN3651S,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",10
07080THRMN3651S,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",5
07080TVCNC110PM,71363,N-BUTYL ALCOHOL,10
07080TYCNC690MO,84742,DIBUTYL PHTHALATE,8
07080TYCNC690MO,108883,TOLUENE,2808
07080VLSPR3474R,75092,DICHLOROMETHANE,6729
07080VLSPR3474R,N230,CERTAIN GLYCOL ETHERS,250
08070CLRKC3CENT,N040,BARIUM COMPOUNDS,2
07080CLRKC3615K,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),509
07080MGNCR26145,N040,BARIUM COMPOUNDS,0
07080DGSSC104NE,7697372,NITRIC ACID,250
07080PRSCN111SN,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",800
07080PRSCN111SN,7664393,HYDROGEN FLUORIDE,322
07080PRSCN111SN,7664382,PHOSPHORIC ACID,300
07080PRSCN111SN,71556,111-TRICHLOROETHANE,2800
07080WRNRJ107WA,N982,ZINC COMPOUNDS,0
07080KRNFM1253N,N120,DIISOCYANATES,0
