07026GRDNS950RI,N590,POLYCYCLIC AROMATIC COMPOUNDS,1
07026GRDNS950RI,191242,BENZO(GHI)PERYLENE,0
07026GRDNS950RI,N150,DIOXIN AND DIOXIN-LIKE COMPOUNDS,2
07026KLMCH290RI,108952,PHENOL,735
07026KLMCH290RI,50000,FORMALDEHYDE,255
07026KLMCH290RI,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07026KLMCH290RI,67561,METHANOL,4430
07026LCTRS45OUT,7664417,AMMONIA,5
07055LNDRS90DAY,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),0
07055LNDRS90DAY,N982,ZINC COMPOUNDS,0
07055LNDRS90DAY,N420,LEAD COMPOUNDS,255
07055SCRNP90DAY,71556,111-TRICHLOROETHANE,11485
07011SFSCR2ACKE,80626,METHYL METHACRYLATE,167
07011SFSCR2ACKE,100425,STYRENE,378
07026CLCTR125CL,7440473,CHROMIUM,250
07026THHWL39ATL,7697372,NITRIC ACID,250
07026THHWL39ATL,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",250
07055CSTLN225PA,71556,111-TRICHLOROETHANE,500
07055PNTST26JEF,N420,LEAD COMPOUNDS,5
07055PNTST26JEF,N010,ANTIMONY COMPOUNDS,5
07026LRLRB129GR,51796,URETHANE,500
07026LRLRB129GR,100425,STYRENE,500
07026LRLRB129GR,108952,PHENOL,500
07026LRLRB129GR,7440666,ZINC (FUME OR DUST),500
07026LRLRB129GR,71556,111-TRICHLOROETHANE,500
07026LRLRB129GR,126998,CHLOROPRENE,500
07026LRLRB129GR,N982,ZINC COMPOUNDS,500
07026LRLRB129GR,107131,ACRYLONITRILE,500
07055CLRML2PAUL,78933,METHYL ETHYL KETONE,3709
07055CLRML2PAUL,108101,METHYL ISOBUTYL KETONE,7409
07055CLRML2PAUL,108883,TOLUENE,1362
07026MRCNB44HEP,108883,TOLUENE,9570
07026PRMXP65RIV,N982,ZINC COMPOUNDS,0
07055THKNT1940P,N420,LEAD COMPOUNDS,500
07055THKNT1940P,7440508,COPPER,250
07055THKNT1940P,71556,111-TRICHLOROETHANE,1500
07055THKNT1940P,N010,ANTIMONY COMPOUNDS,500
07055THKNT1940P,N982,ZINC COMPOUNDS,500
07055NTRST35EIG,7632000,SODIUM NITRITE,250
