07647MRCNG220PE,107211,ETHYLENE GLYCOL,0
07647ZNCTH140LE,75092,DICHLOROMETHANE,16439
07648BSHBK475WA,108952,PHENOL,0
07647MLTMT162VE,127184,TETRACHLOROETHYLENE,250
