08103CMDTT1501P,7664417,AMMONIA,2448
08103MNSNT1500P,7664417,AMMONIA,18000
08105GRFCP2114R,7664382,PHOSPHORIC ACID,250
08105CNCRD17THF,1319773,CRESOL (MIXED ISOMERS),0
08105GRNTD21STF,1332214,ASBESTOS (FRIABLE),0
08105HKHNS31STS,7647010,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",0
08105HKHNS31STS,7664382,PHOSPHORIC ACID,0
