07066HYTTC1300R,7440473,CHROMIUM,0
07066HYTTC1300R,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07066KRNKC330CE,95636,124-TRIMETHYLBENZENE,500
07066KRNKC330CE,N590,POLYCYCLIC AROMATIC COMPOUNDS,0
07066KRNKC330CE,67561,METHANOL,125
07066KRNKC330CE,100414,ETHYLBENZENE,10
07066KRNKC330CE,98828,CUMENE,500
07066KRNKC330CE,1330207,XYLENE (MIXED ISOMERS),500
07066PLYCH160TE,67561,METHANOL,750
07066RCHRD175TE,7439921,LEAD,250
07066TTCLR100TE,7439921,LEAD,0
07066TTCLR100TE,7440508,COPPER,0
07066TTCLR100TE,7440417,BERYLLIUM,0
07076TMTCB2120L,N420,LEAD COMPOUNDS,0
07066CSMRN20022,106503,P-PHENYLENEDIAMINE,144
07066CSMRN20022,7664417,AMMONIA,493
07066NTDST1255R,N458,MERCURY COMPOUNDS,0
07066NTDST1255R,N420,LEAD COMPOUNDS,0
