07036PLTRN301CO,7664382,PHOSPHORIC ACID,9
07036TTLYN601WE,75092,DICHLOROMETHANE,27250
07036DPNTGENDOF,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",2704
07036DPNTGENDOF,77781,DIMETHYL SULFATE,235
07036DPNTGENDOF,7664417,AMMONIA,464
07036MTCHL801EA,1344281,ALUMINUM OXIDE (FIBROUS FORMS),1500
