07009LDDRF134SA,1310732,SODIUM HYDROXIDE (SOLUTION),0
07009LDDRF134SA,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07009RVYCR20SAN,78933,METHYL ETHYL KETONE,11410
07009RVYCR20SAN,108883,TOLUENE,7114
07009SRVMT501LI,71556,111-TRICHLOROETHANE,0
07009HRMNN12CLI,84742,DIBUTYL PHTHALATE,5
