07016CNSTR55WIN,78933,METHYL ETHYL KETONE,15713
07016CNSTR55WIN,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07016MDNPL370NO,7664939,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0
07016TCKNT129DE,71556,111-TRICHLOROETHANE,2067
07203NDSTR628FI,101688,METHYLENEBIS(PHENYLISOCYANATE),76
07203RNBND304CO,7664417,AMMONIA,0
07016GBSNS90MYR,79016,TRICHLOROETHYLENE,3
07016GBSNS90MYR,71556,111-TRICHLOROETHANE,4
