07012GRGVN95IND,78933,METHYL ETHYL KETONE,15056
07012GRGVN95IND,67641,ACETONE,12971
07012SCHRCONEST,111422,DIETHANOLAMINE,0
07012SMTHK65IND,N511,NITRATE COMPOUNDS,0
07012TLDYN350AL,7440020,NICKEL,0
07012TLNTC810BL,7440508,COPPER,0
07012DRTST185SC,1330207,XYLENE (MIXED ISOMERS),14832
07012NNCMP800ST,108883,TOLUENE,24004
07014RYCLN10ROB,N230,CERTAIN GLYCOL ETHERS,75
07014RYCLN10ROB,107211,ETHYLENE GLYCOL,74
07014RYCLN10ROB,N511,NITRATE COMPOUNDS,0
07110HFFMN340KI,191242,BENZO(GHI)PERYLENE,0
07110HFFMN340KI,N590,POLYCYCLIC AROMATIC COMPOUNDS,0
07110TLNTC10KIN,7439921,LEAD,0
07014SCPNK2BRID,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),250
07014SCPNK2BRID,N420,LEAD COMPOUNDS,250
07110PNCNC115EA,N100,COPPER COMPOUNDS,0
07014DLTXP210DE,108883,TOLUENE,16610
07014LPHPR210DE,108883,TOLUENE,0
07014LPHPR210DE,1330207,XYLENE (MIXED ISOMERS),0
07014LPHPR210DE,78933,METHYL ETHYL KETONE,0
07014TTHYR24PAR,7440473,CHROMIUM,0
07014TTHYR24PAR,7440020,NICKEL,0
07015GVDNC125DE,108883,TOLUENE,800
07015GVDNC125DE,110827,CYCLOHEXANE,500
07015GVDNC125DE,67561,METHANOL,5100
07015GVDNC125DE,78933,METHYL ETHYL KETONE,200
07015GVDNC125DE,123386,PROPIONALDEHYDE,1370
07015GVDNC125DE,108054,VINYL ACETATE,540
07015GVDNC125DE,7726956,BROMINE,5
07014FLXCT610RI,67641,ACETONE,14600
07014FLXCT610RI,108883,TOLUENE,78500
07014FLXCT610RI,67561,METHANOL,45879
07014MDLND481RI,N230,CERTAIN GLYCOL ETHERS,0
07055NFLCR217BR,78933,METHYL ETHYL KETONE,8080
