07631CMGRC129CO,71556,111-TRICHLOROETHANE,0
07631DCRNC60CED,7664393,HYDROGEN FLUORIDE,0
07631MRKTX161CO,1330207,XYLENE (MIXED ISOMERS),1117
07631NNCMP1COLO,1330207,XYLENE (MIXED ISOMERS),1060
07631PRMBN480SO,71556,111-TRICHLOROETHANE,787
07631CCMTL456NO,7697372,NITRIC ACID,98
