08818CNLXC226TA,N010,ANTIMONY COMPOUNDS,3
08818CNLXC226TA,N100,COPPER COMPOUNDS,2
08818CNLXC226TA,N230,CERTAIN GLYCOL ETHERS,373
08818CNLXC226TA,N590,POLYCYCLIC AROMATIC COMPOUNDS,0
08818CNLXC226TA,N420,LEAD COMPOUNDS,0
08818CNLXC226TA,N982,ZINC COMPOUNDS,7
08818CNLXC226TA,71363,N-BUTYL ALCOHOL,711
08818CNLXC226TA,78933,METHYL ETHYL KETONE,3803
08818CNLXC226TA,95636,124-TRIMETHYLBENZENE,493
08818CNLXC226TA,100414,ETHYLBENZENE,614
08818CNLXC226TA,108883,TOLUENE,1172
08818CNLXC226TA,1330207,XYLENE (MIXED ISOMERS),2764
08840RCHMN131FO,7439921,LEAD,500
08840RCHMN131FO,7440508,COPPER,0
08840WBCRF225FO,71556,111-TRICHLOROETHANE,13203
08818FPTRN206TA,7440508,COPPER,0
