07201CCCLC535DO,C & C COLA INC,40.663,74.1865
07201MLTNC580DI,BWAY CORP.,40.67,74.195
07206DBLFD2PAPE,DEB-EL FOODS CORP.,40.6586,74.1906
07207HYWRD628HE,HAYWARD INDUSTRIES INC. PRODUCTS DIV.,40.6729,74.1975
07201CNTCT641DO,CONTACT INDUSTRIES,40.6678,74.1894
07201NDXNC830MA,HULS AMERICA INC.,40.6647,74.1994
07207THMSB56BUT,THOMAS & BETTS HOLDINGS,40.6511,74.1936
07206PXCHM200SO,APEX CHEMICAL CORP.,40.6436,74.1944
07206XCTND82LIV,EXACT ANODIZING CORP,40.6469,74.1875
07207PHLPS720SO,PHELPS DODGE INDUSTRIES INC DBA FREEPORT-MCMORAN COPPER PR,40.6356,74.2
07206MKYCH31932,EMKAY CHEMICAL CO INC,40.6517,74.1811
07206TPCNC107TR,TOPCO INC.,40.6417,74.1833
07036XXN  1400P,PHILLIPS 66 CO - BAYWAY REFINERY,40.6333,74.2028
07036XXNST1400P,EXXON CO. EASTSIDE CHEMICAL PLANT,40.6333,74.2028
0703WDPNTD14PAR,E I DUPONT DE NEMOURS - MORSES MILL,40.6333,74.2028
07202RCHHL726RO,REICHHOLD CHEMICALS INC.,40.6333,74.2
