08817QLTYW8SUTT,QUALITY WALLCOVERING INC.,40.5431,74.4044
08818DRNTZ1000N,DRANETZ TECHNOLOGIES INC,40.5429,74.4055
08818MTXCR970NE,METAL TEXTILES CORP,40.5429,74.4031
08818SMKDR200CA,SMOKADOR,40.5489,74.4022
07080TNGLY200SO,TINGLEY RUBBER CORP.,40.55,74.4
08817PDBSN54KEL,FERRO CORP,40.5372,74.4014
08818MRCNM8TAYL,TRIANGLE WIRE & CABLE INC.,40.5359,74.4057
08817HBFLL29MAC,SPECIALTY CONSTRUCTION BRANDS INC. EDISON PLANT,40.5339,74.3931
08818MRCHL136TA,AMERCHOL CORP.,40.5331,74.3964
08854LPNRM51ETH,ALPINE AROMATICS INTERNATIONAL INC,40.535,74.414
08817MRCNN135NA,SILGAN CONTAINERS MANUFACTURING CORP,40.5375,74.3867
08818NWBRN44TAL,NEW BRUNSWICK SCIENTIFIC CO INC,40.5268,74.3903
08818RVLNN55TAL,REVLON INC.,40.5286,74.3912
08818MBLCHRT27A,MOBIL CHEMICAL CO SYNTHETICS DIV,40.5333,74.3822
08818WCHMC2170H,ELECTROLUX HOME PRODUCTS,40.5279,74.3848
08817CDMYD47LAN,ACADEMY DIE CASTING & PLATING CO.,40.5222,74.3944
08818BSFCR2195R,BASF CORP EDISON TECHNOLOGY CENTER,40.5174,74.3961
08818LPHGZ977NE,LIQUID AIR CORP. ALPAGAZ DIV.,40.5174,74.3961
