07407FNTXN418FA,FINETEX INC,40.9083,74.1083
07407GRNTN125MA,GRANT INDUSTRIES INC,40.9083,74.1167
07407PWRCN495BO,POWER CONVERSION INC. (HAWKER ETERNACELL),40.9014,74.1153
07407TRCNC25CHO,TRICON COLORS INC.,40.9067,74.1114
07407WVRMF355E5,WEAVER MANUFACTURING CORP,40.9042,74.1203
07662FNCNT106KE,U.S. CAN CO. SADDLE BROOK PLANT #33,40.9034,74.1028
07407CSTMC30PAU,CUSTOM CHEMICALS CORP,40.9011,74.1108
07407TRCNC16LEL,SENSIENT IMAGING TECHNOLOGIES LLC,40.9111,74.1137
07407MRCLP1MARK,MARCAL  MANUFACTURING LLC,40.9025,74.1272
07662THRML109N5,THERMO ELECTRIC CO. INC.,40.8939,74.0998
07504MRTNC335MC,MORTON INTL. INC. PATERSON FACILITY,40.9042,74.1355
07513PWRBT543EA,POWER BATTERY CO,40.9035,74.1366
07513TLNTC546E4,ATLANTIC BATTERY CORP,40.9035,74.1366
07662CNNGC280MI,COINING INC,40.8876,74.1032
07662CSTMP216MI,CUSTOM OPTICS INC.,40.89,74.1039
07662LLNFN271MA,ARROW FASTENER CO,40.8886,74.0997
07662RNNLC280MI,RANNO ELECTRO PLATING CORP.,40.8876,74.1032
07513KNTC 959MA,OKONITE CO INC,40.9039,74.1422
07543HTRNC79221,HETERENE CHEMICAL CO. INC.,40.9042,74.139
07504LPCHM20719,LIPO CHEMICALS INC,40.9089,74.1478
