07022STCST101BR,EAST COAST FINISHING CORP,40.8176,74.0085
07657NNNKC453BR,UNION INK CO. INC.,40.8294,74.011
07657STNDR461BR,STANDARD COATING CORP.,40.8297,74.0109
07047MRCRP9500R,MEER CORP.,40.8203,74.0135
07657RDGPR525OR,RIDGE PRINTING CO.,40.8344,74.0109
07657SCHLL400VI,SCHOLLE CORP.,40.8342,74.0092
07657VRSLM475BR,EVERSEAL MANUFACTURING CO INC,40.83,74.0107
07657CSTMM730GR,CUSTOM MERCHANDISE CORP,40.8425,74.0053
07657PFSTRLINDE,PFISTER CHEMICAL INC.,40.8428,74.0097
07650TLDYN400CO,TELEDYNE FARRIS ENG.,40.8481,73.9981
