07033BLTNG20BOR,BELTING INDUSTRIES CO INC,40.6847,74.3097
07033CRWNM38BOR,CROWN METAL FINISHING CO INC,40.6828,74.3025
07033WHTTL40BOR,WHITE TOOL CORP.,40.6828,74.3025
07083HYTTR800JE,HYATT MANUFACTURING,40.6875,74.3028
07083NTRNT2530P,INTERNATIONAL VITAMIN CORP.,40.6869,74.303
07033BLBLD123N8,BLUE BLADE STEEL,40.6781,74.3039
07033LLRCH2MARK,ULLRICH COPPER L P,40.6865,74.297
07083NDSTRRT22R,INDUSTRIAL FERGUSON FOUNDRY CORP.,40.6908,74.2946
07083TLDYN1110S,TELEDYNE ADAMS,40.6936,74.3019
07083MCCNF1000B,M. C. CANFIELD INC.,40.6949,74.2876
07083MRCNP610RA,AMERICAN PRODUCTS CO,40.6969,74.2989
