07011CNTNN270CL,CONTINENTAL CHEMICAL CO,40.8672,74.1519
07011MYKRY125CL,CRYSTEX COMPOSITES,40.8644,74.1478
07013DKMNL181SA,DIKEMAN LAMINATING INC,40.865,74.1561
07013MSSBR211MO,MISS BRENNER MANUFACTURING INC.,40.8606,74.1572
07013RTRDS700RT,AIR TREADS INC. NY DIV.,40.8667,74.15
07015NTNLS71471,NATIONAL STANDARD CO.,40.8722,74.1575
07011CGHLN210CL,COUGHLAN PRODUCTS CORP,40.8658,74.1553
07011FRTZS85THI,GIVAUDAN-ROURE CORP,40.87,74.1458
07011XCLLP400KU,EXCELL PRODS. CORP.,40.8658,74.1553
07012DLXCH1155B,DELUXE CHECK PRINTERS INC.,40.8658,74.1553
07013SLTRN320CO,SEALTRONICS INC. PLATRONICS-SEALS,40.8658,74.1553
07015NTRNT50PAG,RITE INDUSTRIES INC IDC DIV.,40.8658,74.1553
07015PCQTN10CLI,PACQUET ONEIDA INC.,40.8658,74.1553
07015SWPCT1CLIF,SWEPCO TUBE LLC,40.8618,74.1432
07055BLTCD358TH,BALTIC DYE & FINISHING CO INC,40.861,74.1402
07055PRSCT27EIG,PRESCOTT CO.,40.8613,74.1399
07055SHPRD25BRI,SHEPARD AIRTRONICS INC.,40.8576,74.1435
07055SNBRT35EIG,SUNBRITE DYE CO INC,40.861,74.1402
07015CPTLS310CO,CAPITOL SOAP CORP,40.8714,74.1637
07011KLPLS20CLI,KL PLASTICS INC.,40.8798,74.1444
07011LFRDH5WELL,ALFRED HELLER HEAT TREATING CO .,40.8761,74.1383
07011MNRPT1SHER,MONROE PATTERN & MOLD,40.8789,74.1439
07011MSTRS359LE,MASTER SCREENS INC.,40.8789,74.1439
07011TMZRC103CE,TIME ZERO CORP.,40.8789,74.1439
07055HWTTR270PA,HEWITT-ROBINS CORP.,40.8528,74.1361
07055HRCLS111SO,HERCULES CHEMICAL CO INC,40.8575,74.1286
